,tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,emotion
4064,Next and last panel for today: &quot;Google Doodles: Burning Man to Pac-Man and Beyond&quot; #SXSW #SXSWi #GoogleDoodles,Google,No emotion toward brand or product,pos
4065,"24 hours later, we retreat back to our hotel, bushwhacked. Ringo Deathstarr'd, never seen so many effects pedals  #sxsw {link}",none,No emotion toward brand or product,pos
4066,Grab the latest @mention before #SXSW! {link},none,No emotion toward brand or product,neg
4067,"@mention latest iPhone, are you at #SxSW? How long would it take to fix and how much.",Apple,No emotion toward brand or product,neg
4068,SO COOL: latest version of google maps mobile has 3D buildings. Not sure if they've mapped Aus to that detail yet ;-) #sxsw,Google,Positive emotion,pos
4069,@mention launched there 1st iPad app at #SXSW! Get all the details + the first edition FREE,Apple,No emotion toward brand or product,pos
4070,@mention launching Gowalla 3 for Droid at #SxSW - should push 4square and Groupon {link},Android,Positive emotion,pos
4071,iPad 2 sold out in all retail stores...except for #sxsw pop up store in Austin? #igottagetit,Apple,Positive emotion,pos
4072,"#iPad2 Sold Out, 70% Went to New Buyers - WOW!  {link} via @mention @mention #sxsw",Apple,Positive emotion,pos
4073,"iPad 2 Sold Out, 70% Went to New Buyers [REPORT] - {link} #sxsw #socialmedia #tech #ipad2 #media",Apple,No emotion toward brand or product,pos
4074,They should stock up on Mophie juice packs: Apple temp store opens in Austin for #SXSW &amp; iPad 2 launch {link} via @mention,Apple,Positive emotion,pos
4075,"I just held the new iPad, I have envy, but my baby is still working so well at #sxsw.",Apple,Positive emotion,pos
4076,"Man, Google *should* launch Circles at #SXSW. Talk about striking while the iron is hot. | @mention @mention",Google,Positive emotion,pos
4077,"Lovin apple &amp; ipad2
#apple #austin #SXSW",Apple,Positive emotion,pos
4078,#sxsw Apple #iPad2 line took less than 10 minutes.,Apple,No emotion toward brand or product,pos
4079,Cant handle #SxSW traffic? RT @mention Dear @mention your own app for iPhone has sucked all day. #crashing,Apple,Negative emotion,neg
4080,Love Google Analytics! Thanks to the followers at #SXSW who took the time to check out my new post!,Google,Positive emotion,pos
4081,Hope people ask the tough questions. RT @mention Reminder: Android and Chrome TTS talk @mention 1 PM today!  {link}  #sxsw,Android,No emotion toward brand or product,pos
4082,"This double buzzing issue with iPhone iOS 4.3 is getting annoying. In other news, an iPhone may fly across the room at #GR2L2 #SXSW",Apple,Negative emotion,pos
4083,Geen Google Circles vandaag! RT @mention We're not launching any products at #SXSW but we're doing plenty else.,Google,No emotion toward brand or product,neg
4084,Will Google Circles take on Facebook?  {link} #circles #sxsw,Google,No emotion toward brand or product,neg
4085,Will Google Circles take on Facebook. {link} #circles #sxsw,Google,No emotion toward brand or product,neg
4086,LOL. #Apple erects temporary Apple Store in #Austin for #SXSW to sell #iPad 2. {link},Apple,I can't tell,neg
4087,Any #Google fans in town for #SXSW? Stop by the Austin GTUG meeting Wednesday the 7th at 7:00pm. map link: {link},Google,No emotion toward brand or product,pos
4088,Next battle for banks are mobile phone operators and Google &amp; Apple. #bankinnovation #sxsw,Apple,No emotion toward brand or product,pos
4089,Chris Poole from 4chan recommends you Google: refrigerator magnet game. Very cute shared experience game. #sxswmoot #sxsw #sxswi,Google,Positive emotion,pos
4090,"#tech Apple heads to #SXSW, sets up temporary store in Austin {link}",Apple,Positive emotion,pos
4091,More #apple iPads per capital at #sxsw then anywhere else in the world except for Foxconn,Apple,No emotion toward brand or product,neg
4092,&quot;Apple is the most elegant fascist company in America.&quot; #flipboard #SXSW,Apple,Negative emotion,pos
4093,Will Google launch a new social network called 'Circles' at South by Southwest today?  {link}  #SXSW #Circles #Google,Google,No emotion toward brand or product,pos
4094,Have Google launched their next social media flop yet? #sxsw,Google,Negative emotion,pos
4095,&quot;Apple likes it if you pay them. That's what Apple likes.&quot; - Barry Diller #SXSW (@mention ACC - Ballroom D) [pic]: {link},Apple,Negative emotion,neg
4096,Line a mile long outside. Lucky to get in just to sit on the floor -Your Mom Has An iPad. I miss the old days at #sxsw before 40% + growth!,Apple,I can't tell,pos
4097,That Google Maps for Mobile demonstration just rocked my world. #SXSW #UOsxsw #marissamayer,Google,Positive emotion,pos
4098,Wow! Google maps for mobile v5 demo at #sxsw. Very nice.,Google,Positive emotion,pos
4099,The #google name was built on gettinng stuff out there and trying it with users to see what works. #marissagoogle #sxsw,Google,Positive emotion,pos
4100,&quot;Apple opening a temporary store in Austin for SXSW and the iPad 2 launch:&quot; {link} #SXSW,Apple,No emotion toward brand or product,pos
4101,#tech Apple Opening Pop-Up Store In Austin For #SXSW {link},Apple,Positive emotion,pos
4102,GSDM Google party is off the hook! #SXSW  {link},Google,Positive emotion,pos
4103,#SXSW Apple picked a great venue to launch the new Ipads.,Apple,Positive emotion,pos
4104,"#SXSW Apple Pop Up Store still has iPads in stock, we are waiting on line {link} via @mention #apple #ipad2Û",Apple,No emotion toward brand or product,pos
4105,Will Google preview a major new social service called Google Circles today at #SXSW {link},Google,No emotion toward brand or product,pos
4106,Will Google reveal a new social network called Circles?  {link} #Google #Facebook #SXSW,Google,No emotion toward brand or product,pos
4107,Will Google reveal a new social network called Circles? #Google #Facebook #Twitter #SXSW {link},Google,No emotion toward brand or product,pos
4108,will Google reveal a new social network called Circles? #Google #Facebook #Twitter #SXSW {link} (via @mention,Google,No emotion toward brand or product,pos
4109,Will Google reveal a new social network called Circles? #Google #Facebook #Twitter #SXSW {link} via @mention,Google,No emotion toward brand or product,pos
4110,"#tech Apple saves #SXSW, set to open pop-up store {link}",Apple,No emotion toward brand or product,pos
4111,"Cool. Apple sets up 5,000 sq. ft. temporary store at #SXSW to sell iPad 2's. {link}",Apple,Positive emotion,pos
4112,Popup Apple Store crew has been giving out water to the people in line but they are in street clothes. No Apple logos anywhere yet. #SXSW,Apple,No emotion toward brand or product,neg
4113,Popup Apple Store opens up for #SXSW. Love that this is going to be right in the middle of the action. {link} via @mention,Apple,Positive emotion,pos
4114,#sxsw apple store run out for the day :( boo apple.,Apple,Negative emotion,neg
4115,Japan Apple Stores serve as rallying point after massive quake {link} #entry #friends #house #sxsw,Apple,Positive emotion,pos
4116,"love google street maps. Getting an idea of where everything is, in relation to the Austin Convention Center. Alamo Drafthouse Cinema #sxsw",Google,Positive emotion,pos
4117,Make people think they've arrived @mention wrong website. Make them go to Google to search for your site again #killcommunity  via @mention #sxsw,Google,No emotion toward brand or product,pos
4118,From #Apple to #Naomi Campbell: pop-up stores are all the rage: {link} #sxsw,Apple,No emotion toward brand or product,pos
4119,From #Apple to Naomi Campbell: pop-up stores are all the rage: {link} #sxsw,Apple,No emotion toward brand or product,pos
4120,From #Apple to Naomi Campbell: pop-up stores are all the rage: {link} #sxsw: From #Apple to Naomi Ca... {link},Apple,No emotion toward brand or product,pos
4121,Cool! Apple to open temporary store at SXSW {link} #sxsw,Apple,Positive emotion,pos
4122,nice! Apple to open pop-up store during #sxsw across from my office. {link},Apple,Positive emotion,pos
4123,"Will Google TV v 2 be too late, overrun by XBox, PS3, Wii, Netflix and the like; all ready now? #SXSW Barry Diller QA",Google,No emotion toward brand or product,neg
4124,When Google were talking about &quot;topicality and reputation&quot; in search ranking I'm sure I saw Bing writing down notes... #qagb #sxsw,Google,No emotion toward brand or product,pos
4125,"Dear google, your photobooth sucks. #sxsw",Google,Negative emotion,neg
4126,&quot;Apple: the most elegant fascist corporation in America today.&quot; -- Kara Swisher #sxsw #flipboard,Apple,Negative emotion,pos
4127,SXSW people: There is no Hacky Sack app on the iPAD - so stop asking.  #SXSW,none,No emotion toward brand or product,neg
4128,This Google/Bing Q&amp;A panel is like the world's most expensive SEO consultation. #SXSW,Google,Positive emotion,pos
4129,Temp #Apple$tore set up for #SXSW YAY! {link} #Austin #tech,Apple,Positive emotion,pos
4130,Rumours cleared &gt;&gt; RT @mention We're not launching any products at #SXSW but we're doing plenty else. Join us {link},none,No emotion toward brand or product,neg
4131,About to learn all about design headaches for iPad #sxsw,Apple,Negative emotion,pos
4132,Ready to learn! &quot;Designing iPad Interfaces - New Navigation Schemas&quot; #SXSW #UXDes,Apple,Positive emotion,neg
4133,On plane leaving for #sxsw.... I have never seen so many #apple devices on one plane! ;-),Apple,Positive emotion,pos
4134,Google celebrating Pi Day in style at #SXSW -  {link},Google,Positive emotion,pos
4135,"*Spark selected as a finalist in Team Android Choice awards! If you're in Austin 3/13, please come &amp; support {link} #sxsw",Android,Positive emotion,pos
4136,Yeah Googlegays! Get your SxSWSex on! @mention Popular Gay Dating App Grindr Now on Android - {link} #Grindr #SxSW,Android,Positive emotion,pos
4137,"At #SxSW Leo Laporte pledges a fan's wife 1 &quot;GB Wifi White iPad&quot;. How about!? And, no, Leo was not drunk.",Apple,No emotion toward brand or product,neg
4138,Barry Diller interview at #SXSW was pretty high level. Does not understand the Daily on iPad. All company valuations are high.,Apple,I can't tell,pos
4139,"Barry Diller says iPad-only magazines like The Daily don't make sense, {link} #sxsw",Apple,Negative emotion,pos
4140,Barry Diller says that you're silly if you write content for one form factor only. Apple like it because they get money #SXSW,Apple,Negative emotion,neg
4141,"Barry Diller Talks Daily Beast/Newsweek, The Daily, and the #iPad at #SXSW {link} #seo #sem #thedaily #barrydiller #topnews",Apple,No emotion toward brand or product,pos
4142,Barry Diller: I have a truly emotional thing about the iPad. Harlow: iPad2? Diller: &quot;It's better.&quot; #sxsw,Apple,Positive emotion,neg
4143,Barry Diller: Newsbeast Merger Might Not Work: Barry Diller... {link} #News #Barry_Diller #iac #Newsweek #sxsw #Cyber #iPhone,Apple,No emotion toward brand or product,neg
4144,Barry Diller: will not do an iPad-only newspaper app. &quot;iPad will be superseded.&quot; #SXSW,Apple,No emotion toward brand or product,neg
4145,Barry Diller's pragmatic and straight forward which is nice. Looks like he wants us to grab pitchforks vs. Apple #SXSW,Apple,Negative emotion,neg
4146,Every outlet in this bar has an iPhone charger in it. #sxsw (@mention The Driskill Hotel Bar w/ 16 others) [pic]: {link},Apple,No emotion toward brand or product,pos
4147,@mention Let me know if you don't get an Apple TV from #sxsw. I have a colleague who'll fly to Vegas for a short trip in a few days.,Apple,No emotion toward brand or product,pos
4148,"IPad, tablet, etc are aiding in greater adoption of mobile devices because screen size is larger #mobilefarm #SXSW",none,No emotion toward brand or product,pos
4149,@mention let's go to the apple store and score an ipad. #sxsw #widfy,Apple,Positive emotion,pos
4150,#SXSW Go let's you rate &amp; review sessions (although the experience on the iPhone is a bit torturous).,Apple,Negative emotion,pos
4151,And how clever that the iPad2 comes out the first day of #SXSW with a pop up apple store right indoor town Austin. Clever!,Apple,Positive emotion,pos
4152,: Aron Pilhofer from The New York Times just endorsed HTML over iPad at the #NewsApps #sxsw and asked us not to tweet what he actually said!,Apple,Positive emotion,pos
4153,Austin police hard at work guarding the Apple store. #sxsw {link},Apple,No emotion toward brand or product,pos
4154,"I mean, sliced bread is great. But google bread is going to be revolutionary. #sxsw",Google,Positive emotion,neg
4155,My sis Julie and I are in a life and death Rockaroke struggle to win her an iPad at the #Fandango #SXSW party. Hole and Bad Religion so far,Apple,Positive emotion,pos
4156,"You want likability of Virgin, trustworthiness of Zappos and product of Apple. @mention #pnid #sxsw #enchantment",Apple,Positive emotion,pos
4157,"It looks like a laptop, but it's a dock for the Motorola Atrix, an Android phone from #ATT. It is awesome. #SXSW {link}",Android,Positive emotion,neg
4158,Partying like it's 1986 (last time privacy law updated) with Google and the ACLU #sxsw (@mention Maggie Mae's) [pic]: {link},Google,Positive emotion,pos
4159,&lt;Nice lil sizzle reel&gt; #SXSW: By the numbers (VIDEO) {link} #music #socialmedia,none,No emotion toward brand or product,neg
4160,"First in line @mention #sxsw @mention store for the #ipad2!! (@mention Apple Store, SXSW) [pic]: {link}",Apple,Positive emotion,pos
4161,10:30 AM line at Apple pop-up store in Austin. It opens at 5 PM. #sxsw {link},Apple,No emotion toward brand or product,pos
4162,The long line at the Ginger Man's bathroom just saved me $829. The #SXSW pop-up Apple store closed right at midnight (as I walked up).,Apple,No emotion toward brand or product,neg
4163,"141st in line for #ipad2 at #SXSW (@mention Apple Store, SXSW w/ 38 others) {link}",Apple,No emotion toward brand or product,pos
4164,Mad long line for Google party at Maggie Mae's. Hope it's worth it.. but with 80s theme I am very optimistic #sxsw,Google,Positive emotion,pos
4165,"First in line this morning at the Apple pop-up store in Austin, @mention caught the @mention this morning {link} #sxsw",Apple,No emotion toward brand or product,pos
4166,Apple declines to be at the html5 browser wars IV panel #SXSW,Apple,No emotion toward brand or product,pos
4167,Apple selling iPad 2 at #sxsw. California is great at building cult followings. {link},Apple,Positive emotion,pos
4168,Who's killing it at #chevytweethouse ? @mention - the iPad DJ! #sxsw {link},Apple,Positive emotion,neg
4169,Still feeling pukey and jet blue terminal was smelling like farts. Managed to buy apple slices for $5 too. #notwinning #sxsw,Apple,No emotion toward brand or product,neg
4170,Apple selling the new Terp2it album? RT @mention Now more than 200 lined up for #SXSW Apple pop up store,Apple,No emotion toward brand or product,neg
4171,@mention link to google story doesn't work. ??  thx! #SXSW,Google,No emotion toward brand or product,pos
4172,@mention link? or I have to google it huh?  see u in austin for #SXSW? let me buy you a drink if you'll be there!,Google,No emotion toward brand or product,neg
4173,about to listen to a talk from @mention Marissa Mayer at #sxsw,none,No emotion toward brand or product,pos
4174,Going to listen to former @mention coworker speak about his &quot;trip&quot; to Mars with NASA then iPad time! #sxsw,Apple,No emotion toward brand or product,neg
4175,Staying Alive: Can Indie iPhone Game Development Survive?  #sxsw (@mention ACC - Room 12AB w/ 22 others) {link},Apple,No emotion toward brand or product,pos
4176,watching live. Not the tsunami. Apple iPad line at Austin #sxsw. Mostly @mention oh and that sexy @mention,Apple,No emotion toward brand or product,neg
4177,#ipad2 delivery at the pop up @mention store @mention Quite possible! #sxsw #sxswi {link},Apple,Positive emotion,pos
4178,Never realized that there was a story/meaning behind every Google logo. So cool. Loving hearing from the #GoogleDoodle Team! #gsdm #sxsw,Google,Positive emotion,neg
4179,Austin folks: Any stores that carry Apple accessories (keyboard/mouse) near Alamo Lake Creek? Mine didn't make the trip #sxsw,Apple,No emotion toward brand or product,pos
4180,calling all android &amp; iphone app devs you need to follow @mention NOW &amp; find him at #sxsw screenburn for cool swag,Apple,No emotion toward brand or product,pos
4181,"I just fell asleep for 2 hours with my eyes open, staring into the #SXSW stream on my iPad 2. {link}",Apple,No emotion toward brand or product,neg
4182,iPad 2 will be taking over #SXSW. I'm prepared for this to be the most fun weekend of my career.,Apple,Positive emotion,pos
4183,Google Will Connect the Digital &amp; Physical Worlds Through Mobile -{link} #sxsw,Google,No emotion toward brand or product,pos
4184,Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link} #sxsw #mobile #mcommerce,Google,No emotion toward brand or product,pos
4185,Google will eat itself #rhizome #sxswk #sxsw  @mention Hilton {link},Google,Negative emotion,pos
4186,Omg.. Still in line for the new iPad n dieing of hunger! #sxsw who else is in line?,Apple,Positive emotion,pos
4187,Welcome all iPad 2 owners and new used iPad owners. There's room for everyone at this party. #SXSW #postPC,Apple,Positive emotion,pos
4188,Google will launch a new Social Network called #CIRCLES {link} Focused on increased privacy &amp; relevance....announced at #SXSW,Google,No emotion toward brand or product,pos
4189,Google will launch major new social network called Circles. #SXSW,Google,No emotion toward brand or product,pos
4190,Google soll noch heute Social Network #Google #Circles starten. {link} #SXSW (via @mention @mention,Google,No emotion toward brand or product,pos
4191,"Google will not launch Facebook competitor Circles @mention #sxsw today as thought, creeper half-friends the world over disappointed.",Google,Negative emotion,pos
4192,"Google will preview major new social service, Circles, at #sxsw today, says @mention {link}  (ht @mention",Google,No emotion toward brand or product,pos
4193,Hearing all sorts of conflicting reports about Google launching Circles/GoogleMe/+1 at #SXSW. Any real word in Austin? {link},Google,No emotion toward brand or product,pos
4194,"And it will suck. RT @mention RT @mention Google will preview major new social service, Circles, at #sxsw today {link}",Google,Negative emotion,pos
4195,Google will take over the world #SXSW (@mention ACC - Ballroom D w/ 97 others) {link},Google,Positive emotion,pos
4196,Look at all these people at #sxsw with iPad 1's. No shame.,Apple,Negative emotion,pos
4197,"I want yall to know Apple built a pop up store in 3 days, only selling the iPad2, wow #sxsw {link}",Apple,Positive emotion,pos
4198,"Morning all, so will we be hearing about Google Circles Today? {link} #sxsw",Google,No emotion toward brand or product,pos
4199,Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,Android,Positive emotion,pos
4200,App is called 'your hands' #sxsw RT @mention Need an app to turn my iPhone into a wifi mouse for my iPad. Exist?,Apple,No emotion toward brand or product,pos
4201,"Hello, Holler Gram! Come take a look at our new (and first!) iPad app {link} #hollergram #sxsw",Apple,Positive emotion,neg
4202,"Hello, Holler Gram! Get to know @mention new iPad app {link} #hollergram #sxsw",Apple,No emotion toward brand or product,neg
4203,{link} Killer shot I got last night of @mention at the #nokiaconnects concert for #SXSW,none,No emotion toward brand or product,neg
4204,I realllllllly need to upgrade my phone haha RT @mention 10 iPhone Apps youÛªll Probably Need and Use During #SXSW {link},Apple,Positive emotion,pos
4205,Barton Hollow is a free song download &amp; featured album on @mention @mention 2011 Featured Mix! {link} #iTunes #sxsw,none,No emotion toward brand or product,pos
4206,I feel silly but cannot figure out how to update the #sxsw mobile app on android. It doesn't seem to have &quot;options&quot; (bottom left button)?,Android,Negative emotion,neg
4207,Had a really good look at IE9 today @mention #sxsw and as an Apple #fanboy I was very impressed,Apple,Positive emotion,neg
4208,"Tim O'Reilly his Web 2.0 definition - companies that survived built value from consumer-generated data. eBay, Amazon, Google. #sxsw",Google,No emotion toward brand or product,neg
4209,"I was really hoping #SXSW would bring an Android version of @mention Oh well, maybe someday...a long time from now.",Android,Negative emotion,neg
4210,"Will overload of info delivered by Google kill discovery? Google says ppl won't lose curiosity, but I wonder...We need serendipity. #SXSW",Google,Negative emotion,pos
4211,"Data overload? EVERY month: 45bil pieces of #Facebook content, 3bil tweets &amp; 11bil #Google searches. #SXSW",Google,No emotion toward brand or product,pos
4212,Just downloaded an ipad app for countering jetlag in Austin. #sxsw,Apple,Positive emotion,pos
4213,Just downloaded the #sxsw go app off the android market... let's get ittttt,Android,Positive emotion,pos
4214,Just downloaded the Asddieu app in preparation for #sxsw.  Pumped.  You need to check it out  {link} #app #events #networking,Apple,Positive emotion,pos
4215,"Woman in lobby: &quot;there's a website called, like, stupid iPhone speller, and it's ppl taking pics of funny autocorrected words.&quot; #sxsw",Apple,No emotion toward brand or product,neg
4216,Rumoured location of apple pop up store iun austin texas #sxsw...cheers {link},Apple,No emotion toward brand or product,neg
4217,Guy Gets Logo Tattoo For iPad {link} at #sxsw #austin,Apple,No emotion toward brand or product,neg
4218,@mention Lol. Here at #sxsw Apple have a pop up store. iPad 2's are flying off the shelves. It's a hipster feeding frenzy!,Apple,Positive emotion,neg
4219,"Wow very long queue of people at apple pop up store now, some have bought 3 iPads! #sxsw@mention Room#NokiaConnects",Apple,Positive emotion,pos
4220,@mention look! RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW ... {link},Apple,Positive emotion,pos
4221,@mention Looks like you could get your iPad2 here {link} #apple #sxsw,Apple,Positive emotion,neg
4222,Awesome. Lost colleague. Left iphone in car. #fail #sxsw,Apple,No emotion toward brand or product,pos
4223,@mention lost its way by caring too much about its business.  - tim o'reilly #SXSW,none,No emotion toward brand or product,pos
4224,I expect lots of buzz about iPad 2 at #sxsw since it comes out tomorrow. But will it support Flash? Maybe so: {link} #elonsxsw,Apple,Positive emotion,pos
4225,kinda jealous of the ubiquity of ipad's here...#sxsw,Apple,Positive emotion,neg
4226,"A lot of love for Google APIs in session on visualizing government data @mention #sxsw, including My Maps, Maps API, Fusion Tables and Refine.",Google,Positive emotion,pos
4227,@mention love the #ipad2.  Got one at the pop-up Apple Store for #sxsw attendees.,Apple,Positive emotion,pos
4228,@mention love what y'all do at #SXSW. How come I'm getting login authorization error almost every time I open my app on iPhone?,Apple,Negative emotion,neg
4229,Apple employee psyches up line at pop up shop at #SXSW moments before iPad 2 goes on sale!  {link},Apple,Positive emotion,pos
4230,Apple employees just showed up in force to the #SXSW PopUp Apple Store. #iPad2,Apple,Positive emotion,pos
4231,#SxSW #HELP Request: Where's the downtown Austin Apple Store? I've walked past it but now can't find it &amp; doesn't show in a map search. #Thx,Apple,No emotion toward brand or product,pos
4232,Whrrl girls handing out chances to win 2 Audi cars! Come find us! #SXSW (@mention Apple Store SXSW) {link},Apple,No emotion toward brand or product,pos
4233,Apple built a pop up store in 3 days for #SXSW. Open 24/7 only selling iPad 2's,Apple,No emotion toward brand or product,pos
4234,Apple built an experience ecosystem with the iPod. The MP3 player is just an app.  #critthink #sxsw,Apple,No emotion toward brand or product,pos
4235,"RT #LOVE&lt;=&gt; Hey Austin, know a little about #iPhone or #Android, love music &amp; wanna make $20/hour during #SXSW? Please let me know.: Hey...",Android,No emotion toward brand or product,pos
4236,4 Most Valuable Apple iPad Apps; Top Critical Tasks Managed | uber.la &lt; all ipad all day #sxsw {link},Apple,No emotion toward brand or product,pos
4237,@mention Luckily @mention has a pop up store at #SXSW!,none,Positive emotion,pos
4238,"Hey, you lucky dogs at #SXSW with iPads -- check out the Holler Gram app: {link}",Apple,Positive emotion,neg
4239,"After failure of Google buzz, Google Latitude, now Google Circle! Seriously Google needs to concentrate more on search! #FAIL #google #sxsw",Google,Negative emotion,pos
4240,We're at Lustre Pearl for #teamandroidsxsw cause we love our Android geeks! #sxsw {link},Android,Positive emotion,pos
4241,Mr Heavenly (aka the band w/ Michael Cera) ready to rock the Bat Bar at #sxsw. iPhone cameras de rigeur.,Apple,Positive emotion,neg
4242,"Very timely #SXSW RT @mention Bing's search engine share continues to rise, up to 13.6%. Google still tops at 65.4% {link}",Google,Positive emotion,pos
4243,Hmm....only 9? #SXSW right-brain #mwrc11 left-brain?? :) RT @mention @mention at #SXSW 9 out of 10 attendees have Mac or iPad,Apple,Positive emotion,pos
4244,It was only a matter of time -Googleto launch a social network May called Google Circles? {link} via @mention #sxsw,Google,No emotion toward brand or product,pos
4245,"You finally get everyone to buy in to Facebook and then Google introduces Circle. No fair. Stop with all the innovation, people #sxsw",Google,Negative emotion,pos
4246,"You finally get everyone to buy in to Facebook and then Google introduces Circles. No fair. Stop with all the innovation, people #sxsw",Google,Negative emotion,neg
4247,"DELICIOUSLY IRONIC GOOGLE PRIVACY PARTY MADE WHOLE BY &quot;BANKING CARTEL, MILITARY-SCIENTIFIC DICTATORSHIP TAKEOVER&quot; CAB RANT! #SXSW",none,No emotion toward brand or product,pos
4248,In a really long line to get into the ACLU/Google party. Not sure I can wait this out. #sxsw,Google,Positive emotion,neg
4249,Desperately need a charging station! Any spots out there for a dying iPhone? #SXSW,Apple,No emotion toward brand or product,neg
4250,"Do I really need to get vaccines before #sxsw? iPhone-onset prostate cancer, chortler's cough, mustachepox. Are these real things?",Apple,No emotion toward brand or product,neg
4251,Beautifully smart and simple idea RT @mention @mention wrote about our #hollergram iPad app for #sxsw! {link},Apple,Positive emotion,pos
4252,"Tim OReilly: Saying that the value what made Web 2.0 is large databases of user contribution. Google, Craigs List, Amazon...#sxsw.",Google,No emotion toward brand or product,neg
4253,#sxsw #crm #scrm Join me @mention SXSW next Sunday 3/13 at noon at Hilton Austin 4 coffee &amp; chat. Old ACT! users &amp; now can show VIPorbit 4 iPhone,Apple,No emotion toward brand or product,pos
4254,Funny poem at 'your mom has a ipad' session. #SXSW,Apple,No emotion toward brand or product,pos
4255,Scepticism expressed about iPad newspapers at #SXSW {link},Apple,No emotion toward brand or product,pos
4256,Well.. I'm first in line. 10.5 hours to go.  #iPad #Apple #SXSW #sleepy,Apple,No emotion toward brand or product,pos
4257,My kingdom for a way to filter Tweets that include the words &quot;I just unlocked&quot; on the Twitter iPhone app during #sxsw.,Apple,No emotion toward brand or product,neg
4258,"I know I'm late to the game here, but I REALLY dig #flipboard for iPad #SXSW",Apple,Positive emotion,neg
4259,So sad I'm missing the iPad 2 launch at *South By.*  That sounds so chill!!!!  #sxsw #ipad #jk,Apple,Positive emotion,pos
4260,Atomic Tom rocked at the CNN Grill Party. They're from Brooklyn. Google them. Also: the food and drinks are fantastic. #sxsw #sxswi,Google,No emotion toward brand or product,pos
4261,video from the popup Apple store: {link} #sxsw #sxswi,Apple,No emotion toward brand or product,pos
4262,"Video: Tim Wu explains to me #netneutrality, information empires and himself: {link} thanks @mention @mention #sxsw",none,No emotion toward brand or product,pos
4263,Photo: I made it to Austin. I made it to #SXSW. I made it into some party hosted by Google and the ACLU or... {link},Google,No emotion toward brand or product,pos
4264,"@mention Making new fans and friends, I hope? RT @mention Hanging at six lounge rooftop for google/blogger party - gr8 dj #sxsw",Google,No emotion toward brand or product,pos
4265,At Gingerman. There's a gent in a kilt playing with an iPad. #NNNNEEERRRRDDDDSSS #sxsw,Apple,No emotion toward brand or product,neg
4266,"First of many at #sxsw. &quot;@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw&quot;",Google,No emotion toward brand or product,pos
4267,"I got so many cool things from #sxsw.. headsets, usb drives, iphone chargers galore, earphones... must have 1k in products! #rad",Apple,Positive emotion,neg
4268,Google's Marissa Mayer - she is awesome! #SXSW #MarissaGoogle  {link},Google,Positive emotion,pos
4269,"Google's Marissa Mayer demo'ing &quot;contextual discovery&quot; - using where you are, your history, time of search to refine results. #sxsw",Google,No emotion toward brand or product,neg
4270,Google's Marissa Mayer extolling coolness of Google Mobile Maps v 5.2 &quot;Mobile surpassed desktop usage 4 1st time this year.&quot; #sxsw #sxswi,Google,No emotion toward brand or product,pos
4271,Google's Marissa Mayer is presenting about location. The nerds (read: me) swoon. #SXSW,Google,No emotion toward brand or product,pos
4272,"Google's Marissa Mayer on mobile, contextual discovery and &quot;the power of here.&quot; #sxsw {link}",Google,No emotion toward brand or product,neg
4273,"Google's Marissa Mayer on the location-based 'fast, fun and future' {link} #SXSW",Google,No emotion toward brand or product,pos
4274,"Google's Marissa Mayer on the location-based 'fast, fun and future' {link} #SXSW #SXSWi",Google,Positive emotion,pos
4275,"Google's Marissa Mayer on the location-based 'fast, fun and future' {link} #SXSW #SXSWi {link}",Google,No emotion toward brand or product,pos
4276,Google's Marissa Mayer rechristening augmented reality as &quot;contextual discovery.&quot; Definitely less Phillip K Dickish. #SXSW ^@mention,Google,No emotion toward brand or product,pos
4277,Google's Marissa Mayer Says Location Is Everything   {link} via @mention #SXSW,Google,No emotion toward brand or product,pos
4278,Google's Marissa Mayer up next at #SXSW - looking forward to this.,Google,Positive emotion,neg
4279,Google's Marissa Mayer: &quot;The mobile phone is a cursor that connects the physical and digital worlds.&quot; #sxsw,Google,Positive emotion,pos
4280,Google's Marissa Mayer: &quot;The mobile phone is a cursor that connects the physical and digital worlds.&quot; #sxsw {link},Google,No emotion toward brand or product,pos
4281,"Watching Marissa Mayer talk about advanced / future Google location-based &amp; augmented reality projects, very cool! #SXSW #SXSWi",Google,Positive emotion,pos
4282,Google's Marissa Meyers: &quot;Some of our products should just be features.&quot; Me: Agree #SXSW,Google,No emotion toward brand or product,neg
4283,"Great summary from #SXSW Marissa Mayer talks of Layar, Hotpot, Maps and more {link}",none,No emotion toward brand or product,pos
4284,"@mention massive lines at #sxsw apple store...agree, I can wait. Perhaps late early adopter?",Apple,Positive emotion,pos
4285,Google's Matt Cuts drops a convoluted analogy about &quot;America's Funniest Home Videos&quot; to explain high-volumes Web-page automation. #sxsw,Google,No emotion toward brand or product,pos
4286,Google's Mayer: Google Map's Route Around feature saves 2 yrs of drive time every day.  I missed the amount of gas that saves. Anyone? #sxsw,Google,Positive emotion,pos
4287,"@mention Mayer's great theme during Q &amp; A: Simplicity, something all businesses should always keep in mind when developing. #sxsw",none,No emotion toward brand or product,pos
